Price,Location,Address,Erf Size,Link,Date Added
R 575 000,Bot River,1 6th Avenue,1 114 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 575 000,Bot River,N/A,997 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 385 000,Bot River,39 Hoof,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 215 000,Bot River,42 Victoria Street,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 495 000,Bot River,N/A,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 165 000,Bot River,N/A,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 100 000 000,Brackenfell South,N/A,144 431 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 2 950 000,Kleinbron Estate,68 Klein Bron Avenue,1 176 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 2 950 000,Kleinbron Estate,N/A,1 176 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 6 300 000,Cape Gate,N/A,1 340 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 20 995 000,Protea Heights,N/A,8 617 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 3 250 000,Kleinbron Estate,N/A,1 272 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 345 000 000,Protea Heights,N/A,21.75 ha,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 1 700 000,Sonkring,N/A,750 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 1 950 000,Brackenfell South,N/A,N/A,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 100 000 000,Brackenfell South,N/A,144 431 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 1 950 000,Kaapsig,N/A,477 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 13 800 000,Botfontein Smallholdings,N/A,17 197 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 23 000 000,Brackenfell Central,N/A,53 ha,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 1 499 000,Sonkring,N/A,468 m²,https://www.property24.com/vacant-land-for-sale/brackenfell/western-cape/454,2025-01-15
R 3 900 000,Bredasdorp,12 Melkhout Street,6 321 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 752 000,Bredasdorp,25 Van Riebeeck Street,1 370 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 1 295 000,Bredasdorp,22 Fynbos Street,1 564 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
POA,Bredasdorp,N/A,384 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 300 000,Bredasdorp,N/A,422 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 2 500 000,Bredasdorp,N/A,10 800 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 275 000,Bredasdorp,53 Long Street,300 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 375 000,Bredasdorp,N/A,301 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 335 000,Bredasdorp,134 Long Street,1 107 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 600 000,Bredasdorp,12 Fynbos Street,1 677 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 300 000,Bredasdorp,35 Doa 53 Long Street,422 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 1 595 000,Bredasdorp,16 Uitsig Avenue,2 260 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 750 000,Bredasdorp,14 Kreupelhout Street,699 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 599 999,Bredasdorp,10 Melkhout Close,383 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 950 000,Bredasdorp,34 Kloof Street,1 500 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 395 000,Bredasdorp,"4624 De Oude Arena, 53 Long Street",301 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 300 000,Bredasdorp,"4616 De Oude Arena, 53 Long Street",422 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 545 000,Bredasdorp,N/A,1 312 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 3 900 000,Bredasdorp,12 Melkhout Street,6 321 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 245 000,Bredasdorp,"4636 De Oude Arena, 53 Long",300 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 1 295 000,Bredasdorp,22 Fynbos Street,1 564 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 750 000,Wolvengat,36 Main,2 141 m²,https://www.property24.com/vacant-land-for-sale/bredasdorp/western-cape/408,2025-01-15
R 240 000,Caledon Rural,11 Arendblom Street Myddelton,600 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 225 000,Middleton,N/A,463 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 240 000,Caledon Rural,15 Keerom Street,626 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 245 000,Middleton,N/A,625 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 220 000,Middleton,N/A,603 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 1 500 000,Greyton,9 Church Street,713 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 295 000,Genadendal,N/A,683 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 370 000,Tesselaarsdal,N/A,423 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 240 000,Caledon Rural,11 Arendblom Street Myddelton,600 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 265 000,Middleton,N/A,600 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 390 000,Tesselaarsdal,N/A,1 040 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 1 450 000,Tesselaarsdal,N/A,21 800 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 299 000,Middleton,2 Uitsig Street,876 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 550 000,Caledon,4743 Mackay,875 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 425 000,Middleton,"14 Church Street,",1 800 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 650 000,Tesselaarsdal,N/A,2 682 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 2 150 000,Tesselaarsdal,N/A,52 000 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 1 390 000,Greyton,49 Vigne Lane,1 053 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 295 000,Greyton,N/A,638 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 550 000,Greyton,9 San Lucia Road,750 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 225 000,Genadendal,1812 Blouklokkie Street,505 m²,https://www.property24.com/vacant-land-for-sale/caledon/western-cape/397,2025-01-15
R 310 000,Calitzdorp Rural,N/A,1 706 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 189 000,Calitzdorp,N/A,1 205 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 1 650 000,Calitzdorp,N/A,32.89 ha,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 1 150 000,Calitzdorp,N/A,52.44 ha,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 275 000,Calitzdorp,N/A,600 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 580 000,Calitzdorp,N/A,3 139 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 300 000,Calitzdorp,N/A,800 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 105 000,Calitzdorp,Erf 1948 Van Eyck Street,1 475 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 280 000,Calitzdorp,N/A,1 600 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 345 000,Calitzdorp,N/A,2.7 ha,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 310 000,Calitzdorp,N/A,1 600 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 380 000,Calitzdorp,N/A,800 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 350 000,Calitzdorp,N/A,800 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 300 000,Calitzdorp,N/A,800 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 110 000,Calitzdorp,N/A,1 559 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 120 000,Calitzdorp,N/A,1 721 m²,https://www.property24.com/vacant-land-for-sale/calitzdorp/western-cape/329,2025-01-15
R 22 000 000,Camps Bay,N/A,1 438 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
POA,Bantry Bay,81 Arcadia Rd,1 062 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 11 500 000,Llandudno,22 Maori Road,360 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 39 999 000,Camps Bay,N/A,704 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 1 050 000,Lotus River,N/A,694 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 2 650 000,Schaapkraal,N/A,3 977 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
POA,Philippi,6b Kraal Road,4 051 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 25 950 000,Fresnaye,N/A,582 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 11 500 000,Llandudno,N/A,360 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 920 000,Capricorn,1 Osprey Crescent Capricorn Beach Muizenberg,266 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 2 200 000,Marina Da Gama,N/A,620 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 26 450 000,Higgovale,N/A,894 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 22 000 000,Camps Bay,N/A,1 437 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
POA,Lansdowne,"9a Polaris Rd, Nerissa Estate, Cape Town, 7780, South Africa",2 813 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 950 000,Lotus River,266 Klip Road,566 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 39 000 000,Fresnaye,51 Avenue Le Seur,1 155 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 4 495 000,Belle Constantia,Lasswade Road,1 040 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 26 950 000,Green Point,N/A,349 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 26 450 000,Higgovale,N/A,894 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 3 850 000,Higgovale,1 Higgo Road,211 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 17 250 000,Higgovale,N/A,653 m²,https://www.property24.com/vacant-land-for-sale/cape-town/western-cape/432,2025-01-15
R 1 065 000,Prince Alfred Hamlet,N/A,2 421 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 995 000,Ceres,18 Orange Tree Street,512 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 700 000,Ceres,14 Pear Tree Street,606 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
POA,Prince Alfred Hamlet,3 Sarel Cillier Street,4 283 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 1 100 000,Prince Alfred Hamlet,4 Bree Street,2 421 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 2 450 000,Prince Alfred Hamlet,1 Jakaranda Ave,10 223 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 700 000,Ceres,12 Pear Tree Street,625 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 700 000,Ceres,14 Pear Tree Street,606 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
POA,Ceres,N/A,39 842 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 535 000,Ceres,N/A,1 108 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 385 000,Prince Alfred Hamlet,N/A,735 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 995 000,Ceres,N/A,783 m²,https://www.property24.com/vacant-land-for-sale/ceres/western-cape/348,2025-01-15
R 168 000,Citrusdal,N/A,378 m²,https://www.property24.com/vacant-land-for-sale/citrusdal/western-cape/422,2025-01-15
R 168 000,Citrusdal,N/A,378 m²,https://www.property24.com/vacant-land-for-sale/citrusdal/western-cape/422,2025-01-15
R 1 500 000,Clanwilliam,N/A,1 454 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 360 000,Clanwilliam,2912 Clanwilliam,456 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 310 000,Crystal Waters,2102 Hennie Du Plessis Close,1 428 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 295 000,Clanwilliam,49 Cederberg Crescent,710 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 395 000,Clanwilliam,Old Cape Road,496 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 329 000,Clanwilliam Rural,"Clanwilliam Hills, 09 Gazuka Way",467 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 695 000,Leipoldtville,54/225 Modderdamfontein,8 550 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 350 000,Crystal Waters,Erf 2060 Pieter Meissenheimer Street,1 500 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 350 000,Crystal Waters,Erf 2059 Pieter Meissenheimer Street,1 503 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 750 000,Clanwilliam,9 Hospitaal Street,1 181 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 374 000,Clanwilliam Rural,N/A,484 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 289 000,Clanwilliam Rural,18 Main Road,323 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 289 000,Clanwilliam Rural,40 Main Road,524 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 695 000,Leipoldtville,54/225 Modderdamfontein,8 550 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 289 000,Clanwilliam Rural,"Klein Cederberg, 25 Main Road",521 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 289 000,Clanwilliam Rural,14 Main Road,469 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 315 000,Clanwilliam,Erf 1979 Glen Duich Street,1 188 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 810 000,Leipoldtville,66 Leipoldtville,1 980 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 289 000,Clanwilliam Rural,17 Main Road,421 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 379 000,Clanwilliam,N/A,467 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 289 000,Clanwilliam Rural,N/A,397 m²,https://www.property24.com/vacant-land-for-sale/clanwilliam/western-cape/482,2025-01-15
R 950 000,Darling,8 Hoog Street,630 m²,https://www.property24.com/vacant-land-for-sale/darling/western-cape/2504,2025-01-15
R 700 000,Darling,46 Fairview Close Street,802 m²,https://www.property24.com/vacant-land-for-sale/darling/western-cape/2504,2025-01-15
R 650 000,Darling,N/A,600 m²,https://www.property24.com/vacant-land-for-sale/darling/western-cape/2504,2025-01-15
